OUT_ID	AO-Hands-Day11	AO-Hands-Day21	Bench-Day21	Bench11	Bucket-Water-after-dissection2	Bucket-Water1	Egg-Case0A	Egg-Case0B	Egg-Case0C	Egg-Case0D	Egg-Case16A	Egg-Case16B	Egg-Case16C	Egg-Case16D	Egg-Case26A	Egg-Case26B	Egg-Case26C	Egg-Case26D	Egg-Case30A	Egg-Case30B	Egg-Case30C	Egg-Case30D	Egg-Case33A	Egg-Case33B	Egg-Case33C	Egg-Case33D	Gill26A	Gill26B	Gill26C	Gill26D	Gill30A	Gill30B	Gill30C	Gill30D	Gill33A	Gill33B	Gill33C	Gill33D	GillAdult1	GillAdult2	GillAdult3	GillAdult4	Internal-Water0A	Internal-Water0B	Internal-Water0C	Internal-Water0D	Internal-Water16A	Internal-Water16B	Internal-Water26A	Internal-Water26B	Internal-Water26C	Internal-Water26D	Internal-Water30A	Internal-Water30B	Internal-Water30C	Internal-Water30D	Internal-Water33A	Internal-Water33B	Internal-Water33C	Internal-Water33D	KM-Hands-Day-11	KM-Hands-Day-21	MRC-Water-Cold3	MRC-Water-Cold4	MRC-Water1	MRC-Water2	Ocean-Water1	Ocean-Water2	Tail-Skin26A	Tail-Skin26B	Tail-Skin26C	Tail-Skin26D	Tail-Skin30A	Tail-Skin30B	Tail-Skin30C	Tail-Skin30D	Tail-Skin33A	Tail-Skin33B	Tail-Skin33C	Tail-Skin33D	Tail-SkinAdult1	Tail-SkinAdult2	Tail-SkinAdult3	Tail-SkinAdult4
Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9777	3.2337	1.2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1489	0	0	0	0	0	0	0	4.674	12.7572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7891	0	0	0	0	0	0	0	0	29.5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;NA;NA;NA	0	0	0	0	0	0	10.9646	8.4472	13.8841	20.3096	0	0	1.5297	3.6406	6.0197	4.3759	1.301	13.8126	10.7717	0	0	0	3.5866	2.587	8.9657	0	0	0	0	22.0751	0	0	0	0	0	0	0	0	12.3549	0	0	13.897	0	0	0	0	0	0	0	19.587	0	42.6704	0	0	0	1.3661	0	0	0	1.2717	0	0	0	0	10.3084	0	0	0	0	0	0	0	26.147	0	0	0	0	0	0	0	2.0109	0	0	0.6888
Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;bacterium_RFB_D08;bacterium_RFB_D08;bacterium_RFB_D08	0	0	0	0	0	0	15.9769	19.9497	52.933	53.7176	18	10.0855	3.1868	0	11.4922	3.525	7.806	4.9411	0	1.7359	13.1926	5.3053	3.9851	0	2.4905	15.138	0	0	0	0	0	0	0	34.2173	0	0	0	59.8291	3.9712	0	0	0	0	0	0	0	0	0	0	6.1742	0	0	2.7984	8.6298	8.143	3.2786	0	9.2779	0	12.1721	2.3332	0	0	20.7452	3.2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.388	0	0	2.0664
Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;bioreactor_metagenome;bioreactor_metagenome;bioreactor_metagenome	0	0	0	0	0	0	0	10.0647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;marine_metagenome;marine_metagenome;marine_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5781	0	0	1.594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;uncultured_organism;uncultured_organism;uncultured_organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;unidentified_proteobacterium;unidentified_proteobacterium;unidentified_proteobacterium	0	0	0	0	0	0	0	0	0	0	4.6452	0	0	0	0	0	0	4.0427	0	0	0	1.9209	0	0	0	0	0	0	0	0	0	0	0	0	1.6627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9915	0	0	2.7494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;NA;NA;NA;NA	0	0	0	0	0	0	5.6389	0	0	0	0	0	2.8044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.5064	0	0	0	0	0	0	0	0	0	6.5716	0	1.8329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;groundwater_metagenome;groundwater_metagenome;groundwater_metagenome;groundwater_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4879	0	0	0	0	0	0.5313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2493	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;marine_metagenome;marine_metagenome;marine_metagenome;marine_metagenome	0	0	0	0	0	0	0	0	1.3884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;uncultured_Clostridium_sp.;uncultured_Clostridium_sp.;uncultured_Clostridium_sp.;uncultured_Clostridium_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9529	0	0	0	0	0	0	0	0	0	0.8892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3771	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;uncultured_marine_bacterium;uncultured_marine_bacterium;uncultured_marine_bacterium;uncultured_marine_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9577	2.431	0	0	4.4691	1.2625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4745	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;wastewater_metagenome;wastewater_metagenome;wastewater_metagenome;wastewater_metagenome	0	0	0	0	0	0	0	7.7283	7.2891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;NA;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5711	0	0	9.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus_Moranbacteria;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;NA;NA;NA;NA	0	0	0	0	0	0	0	2.3364	14.9254	0	4.7613	3.7984	2.5494	0	6.1565	0	2.2768	1.123	0	3.314	0	1.1892	4.6493	8.7311	2.2912	2.6714	59.812	0	12.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9806	0	0	1.9753	0	5.2858	7.3768	1.8329	5.7987	19.5021	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3244	0	0	0	14.245	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA	0	0	0	0	0	0	0	0	3.6446	0	0	1.9647	0	0	8.6192	5.5914	12.1969	0	9.2819	1.4203	6.4227	12.1656	9.2986	15.1986	0.2989	0	264.8818	0	16.9901	0	15.5902	0	0	24.9501	2.0784	21.2187	56.4334	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8019	0	4.1153	2.9873	8.2858	7.9233	8.7065	0	0	6.1769	0	0	0	0	0	0	0	0	0	57.5693	81.4664	0	27.3921	59.6728	0	0	20.0062	29.785	0	0	1.0055	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0.7648	0	0.2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured_Epsilonproteobacteria_bacterium;uncultured_Epsilonproteobacteria_bacterium;uncultured_Epsilonproteobacteria_bacterium	0	0	0	0	0	0	0	0	0	0	2.3226	0	0	0	0	0	0	1.2353	0	0	6.9435	0	0	0	0	0	54.1156	0	0	0	0	0	0	0	0	11.0706	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3419	0	0	0	0	7.8573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4305
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured_bacterium_GC1;uncultured_bacterium_GC1;uncultured_bacterium_GC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured_bacterium_SBR2004;uncultured_bacterium_SBR2004;uncultured_bacterium_SBR2004	0	0	0	23.0841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured_bacterium_SBR2096;uncultured_bacterium_SBR2096;uncultured_bacterium_SBR2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;028H05-P-BN-P5;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	8.6447	0	0	0	2.6741	0.8131	0	5.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;028H05-P-BN-P5;uncultured_planctomycete;uncultured_planctomycete;uncultured_planctomycete;uncultured_planctomycete	0	0	0	0	0	0	23.3388	0	4.8594	10.4492	16.9548	2.4886	17.2086	16.585	34.2029	29.6585	40.1686	25.6039	21.1997	9.1533	22.2191	25.1543	10.8926	7.1142	0.2989	2.9682	0	0	0	0	0	0	60.0721	0	6.2352	0	0	0	0	0	0	16.8227	0	0	0	0	0	0	18.4338	0	15.8284	13.7646	0	0	6.4287	18.1689	19.0624	0	0	0	0	0	0	0	0	0	0	0	0	57.5693	0	0	0	0	0	0	0	19.425	0	0	3.5191	0	0	0
Bacteria;Planctomycetes;BD7-11;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	3.9484	0	0	0	7.1143	9.6026	0	5.9517	0	1.1047	0	3.4759	5.0478	0	0	0	0	0	0	0	0	0	0	24.9501	3.3254	6.4579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6469	0	0	7.143	0	8.5231	0	0	0	0	0	0	0	0	0	0	0	0	95.9488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4305
Bacteria;Planctomycetes;BD7-11;metagenome;metagenome;metagenome;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8307	0	0	0	0	3.7875	0	9.2385	0	0	0.9962	0	0	0	0	0	0	0	0	12.8315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2979	7.4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;BD7-11;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium	0	0	0	0	0	0	7.3619	0	4.8594	15.0115	9.2904	4.7153	3.6967	6.7419	17.6487	25.6473	12.5222	17.7429	9.6257	0	8.5058	9.9704	8.1031	5.4974	1.2951	7.4206	39.8747	48.9353	44.7107	0	0	0	0	67.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6298	2	20.6279	12.3722	0	10.8982	27.9776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.375	0	88.1157	0	0	0	0
Bacteria;Planctomycetes;BD7-11;uncultured_Planctomycetales_bacterium;uncultured_Planctomycetales_bacterium;uncultured_Planctomycetales_bacterium;uncultured_Planctomycetales_bacterium	0	0	0	0	0	0	12.061	0	0	0	0	0	0	0	5.6093	2.0664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6394	0	0	0
Bacteria;Planctomycetes;BD7-11;uncultured_Planctomycetia_bacterium;uncultured_Planctomycetia_bacterium;uncultured_Planctomycetia_bacterium;uncultured_Planctomycetia_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8407	0	0	0	1.9402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.825	4.9489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;BD7-11;uncultured_bacterium_PHOS-HE93;uncultured_bacterium_PHOS-HE93;uncultured_bacterium_PHOS-HE93;uncultured_bacterium_PHOS-HE93	0	0	0	0	0	0	0	0	0	0	10.2194	0	5.2263	5.2587	2.5994	3.4034	4.8788	0	3.2086	0.7891	0	2.0123	1.1955	0	0.8966	17.2158	0	0	0	80.9419	0	0	0	0	0	0	0	0	0	0	9.3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0108	2.841	0	13.336	0	0	0	0	29.2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2678	0	0	0
Bacteria;Planctomycetes;BD7-11;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	4.1807	10.8715	0	0	0	2.3095	9.2696	0	9.1674	1.2625	5.2076	0	2.7896	0	0	0	0	0	0	0	0	0	32.0384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.8166	45.8248	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;BD7-11;uncultured_marine_bacterium;uncultured_marine_bacterium;uncultured_marine_bacterium;uncultured_marine_bacterium	0	0	0	0	0	0	0	0	0	7.9473	0	0	2.422	0	4.2412	2.7957	6.9929	3.032	0	5.9969	0	4.482	3.3209	1.6169	2.9886	14.8412	91.1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5085	0	0	0	0	0	0	0	0	0	20.3716	0	0	0	0	0	0	0	7.0852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Brocadiae;Brocadiales;GWA2-50-13;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2399	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Brocadiae;Brocadiales;GWA2-50-13;Planctomycetes_bacterium_RIFCSPHIGHO2_02_FULL_50_42;Planctomycetes_bacterium_RIFCSPHIGHO2_02_FULL_50_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3779	4.3758	1.1384	0	0	1.5781	0	12.257	1.4612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Brocadiae;Brocadiales;NA;NA;NA	0	0	0	0	0	110.6373	0	0	0	0	5.6903	0	0	0	4.6516	9.1163	6.0171	6.6256	4.5837	10.5735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4056	0	0	0	0	6.967	5.1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.1473	0	0	0	47.915	0	0	0	0	0	0
Bacteria;Planctomycetes;NA;NA;NA;NA;NA	0	0	0	0	0	0	17.3866	11.862	0	18.3964	33.0967	18.5993	0.6374	9.169	29.6882	30.7524	30.0857	26.3899	28.9918	23.8297	46.6948	37.2286	16.7375	14.8751	4.2837	1.4841	0	0	0	0	0	0	0	0	0	16.6059	0	0	9.7075	0	0	9.5085	0	0	0	0	0	0	0	28.9546	9.0702	0	7.0783	9.6256	10.8573	20.4912	18.4208	0	0	0	0	0	0	17.1967	0	0	0	0	0	42.6439	162.9328	0	0	51.9731	0	0	4.6168	10.36	0	49.7063	0	0	0	0
Bacteria;Planctomycetes;OM190;NA;NA;NA;NA	0	0	0	0	9.2773	0	65.3177	14.3782	5.3801	38.8533	55.1615	53.0474	31.358	35.4625	102.1984	102.4675	81.6379	94.5545	78.152	108.418	40.4458	150.1944	68.5441	8.4077	11.6556	21.965	0	0	80.4793	0	0	0	0	32.0787	8.7293	17.9897	62.0767	0	0	0	0	18.2855	0	0	0	0	0	0	10.7703	79.6253	60.1124	18.1693	22.3872	110.5282	61.7152	105.1881	77.5328	9.7419	40.1515	27.7959	0	0	0	0	0	0	0	0	0	95.9488	208.7576	0	5.6029	0	0	0	106.1866	45.325	0	0	7.2898	0	0	1.0332
Bacteria;Planctomycetes;OM190;hydrothermal_vent_metagenome;hydrothermal_vent_metagenome;hydrothermal_vent_metagenome;hydrothermal_vent_metagenome	0	0	0	0	0	0	19.8929	0	0	0	0	14.9319	0	4.8542	11.3554	24.0672	4.8788	8.0854	11.9177	11.3625	24.4758	12.4399	9.8301	0	1.5939	0	0	0	0	0	0	92.1423	0	42.0587	0	0	0	0	0	0	0	8.0456	0	0	0	0	0	0	0	14.9031	0	0	0	17.9236	17.1431	17.2127	0	2.0875	0	31.7927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.785	27.6074	0	0	0	0	0.2583
Bacteria;Planctomycetes;OM190;marine_metagenome;marine_metagenome;marine_metagenome;marine_metagenome	0	0	0	0	0	0	14.7239	0	0	0	32.1677	9.5617	9.9428	8.7645	10.8082	9.8457	7.9687	7.2994	13.2927	13.2563	2.083	2.2868	8.2359	10.348	1.6935	15.7317	0	0	0	0	58.7973	0	0	0	3.7411	0	0	0	7.06	0	0	0	0	0	0	0	0	0	0	0	5.869	15.4164	4.1153	33.5237	6.4287	6.8304	13.2888	0	15.7738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7749
Bacteria;Planctomycetes;OM190;uncultured_Crater_Lake_bacterium_CL500-15;uncultured_Crater_Lake_bacterium_CL500-15;uncultured_Crater_Lake_bacterium_CL500-15;uncultured_Crater_Lake_bacterium_CL500-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9577	4.9836	1.7889	0	0	5.3656	3.6453	5.3968	2.1254	0	0	0	0	0	0	0	0	0	0	0	1.247	8.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3823	0	0	0	13.0804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;OM190;uncultured_Planctomyces_sp.;uncultured_Planctomyces_sp.;uncultured_Planctomyces_sp.;uncultured_Planctomyces_sp.	0	0	0	0	0	0	4.6991	7.5485	7.6362	0	7.0839	4.3224	4.9714	0	20.2481	23.8242	24.0686	20.8875	21.314	7.1016	7.8114	10.5191	1.1955	9.7012	0.797	0	74.053	0	0	0	0	40.9521	0	0	0	0	0	0	0	0	7.6537	0	0	0	0	0	0	0	6.6279	0	14.2278	6.607	0	0	7.0001	13.5242	12.5555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;OM190;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium	0	0	0	0	0	0	0	0	9.1982	0	0	4.7153	0	0	0	2.0664	4.2283	0	10.8863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;OM190;uncultured_Rhodopirellula_sp.;uncultured_Rhodopirellula_sp.;uncultured_Rhodopirellula_sp.;uncultured_Rhodopirellula_sp.	0	7.9943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6043	0	0	9.8788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;OM190;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	7.5186	0	0	0	12.0774	0	0	5.1238	0	11.912	20.1656	7.9732	10.3133	5.5235	6.5963	13.0803	5.5792	0	0	7.4206	0	0	0	0	0	0	0	0	0	7.8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6501	0	0	0	14.7155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.49	0	0	2.5137	0	0	0
Bacteria;Planctomycetes;OM190;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium	0	0	0	0	0	0	27.568	0	8.3304	9.8605	13.2387	0	0	0	22.1636	13.8568	23.9061	21.6736	16.5012	19.411	30.8986	15.7329	23.7777	7.4376	0.8966	6.8269	0	0	27.7206	0	0	0	22.6939	2.8514	11.2234	0	0	0	8.3837	0	0	19.017	0	0	0	0	0	0	0	12.3483	13.3386	0	0.6584	19.5831	6.8572	20.4911	20.4371	0	0	0	0	2.3364	0	0	0	0	0	0	0	0	0	0	49.8039	0	0	0	30.7787	0	0	0	0	0	0	0
